row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"ENSG00000225630.1,MTND2P28,unprocessed_pseudogene",1872.0089295732728,0.3888759558949468,0.10117508417374454,3.843594093058952,1.2124548221847093e-4,0.005426281348831006
"ENSG00000272512.1,AL645608.8,lincRNA",280.4330711382861,-1.156051374458631,0.2505642413589953,-4.613792328021384,3.953874975825508e-6,3.537179169990005e-4
"ENSG00000188290.10,HES4,protein_coding",427.4958884266243,-0.7729870603148794,0.19494866628402677,-3.965080013364598,7.33713313418317e-5,0.0036538923008232185
"ENSG00000158286.12,RNF207,protein_coding",1559.2056627357551,-0.5163570178271824,0.1352079971028571,-3.8189828182601717,1.3400309489349074e-4,0.005870986034336515
"ENSG00000116661.10,FBXO2,protein_coding",579.0362835569873,-0.8167727043346497,0.1513613356421853,-5.396177966250783,6.807542611645449e-8,1.3208400859478311e-5
"ENSG00000116771.5,AGMAT,protein_coding",129.09946980031683,0.9561714655628821,0.296539151778235,3.224435828554434,0.0012622114183526633,0.02716666483101189
"ENSG00000159423.16,ALDH4A1,protein_coding",470.064999398068,-0.6207993798057698,0.15415592711772047,-4.02708732264118,5.647206380409827e-5,0.0029092849421835454
"ENSG00000173436.13,MINOS1,protein_coding",2124.0216307174896,0.3442787240154202,0.09846045143992607,3.4966193936808816,4.711935851690226e-4,0.013836327605403854
"ENSG00000162542.13,TMCO4,protein_coding",703.7271598293125,-0.47900051535139593,0.15962510401214675,-3.0007843585489296,0.0026928519208440343,0.04533891473536797
"ENSG00000142798.17,HSPG2,protein_coding",12915.302162868913,-0.5000482457747193,0.15573955706605308,-3.2107979192636087,0.0013236698228974106,0.028050534970336615
"ENSG00000162552.14,WNT4,protein_coding",682.075217434831,-1.12852057130862,0.1702918128326286,-6.626980783966326,3.426222142326993e-11,1.7650951312539753e-8
"ENSG00000204219.9,TCEA3,protein_coding",146.37650649109816,-0.92036300405341,0.2933948074054932,-3.136943738685193,0.001707188833205629,0.03338403294252892
"ENSG00000001460.17,STPG1,protein_coding",361.05108838645805,0.6471775529818267,0.21102486960573655,3.066830720904915,0.0021634133657415697,0.03951270866036559
"ENSG00000001461.16,NIPAL3,protein_coding",2694.9257334736094,0.47746182016797606,0.13123463338756278,3.6382303043277715,2.745178938756959e-4,0.009391926016125754
"ENSG00000204178.9,TMEM57,protein_coding",747.6531138331069,0.6378440761163339,0.13595843492288287,4.6914638027285775,2.712572679513258e-6,2.7757421802690463e-4
"ENSG00000127423.10,AUNIP,protein_coding",528.766096085549,0.5069458350440482,0.15897930592060766,3.1887536060649984,0.0014288761219094122,0.02924302638537893
"ENSG00000142784.15,WDTC1,protein_coding",832.0764954667809,-0.4684835692894889,0.13223092365049668,-3.542919888601483,3.9572289546889466e-4,0.012265767755820096
"ENSG00000142765.17,SYTL1,protein_coding",986.093639870147,-0.7262189737739002,0.22735887014104658,-3.194152809271861,0.0014024186216111025,0.02893941188794181
"ENSG00000242125.3,SNHG3,sense_intronic",1779.3735028168517,-0.7680443072289507,0.15151570155934319,-5.06907402549389,3.9975574251516495e-7,5.91321860710551e-5
"ENSG00000084623.11,EIF3I,protein_coding",7929.962226884724,0.36638226049722067,0.12208136043689964,3.0011318614572056,0.002689780602391569,0.04533891473536797
"ENSG00000092853.13,CLSPN,protein_coding",1348.8372292657637,0.7059448996629886,0.13572028904671543,5.201469173264137,1.9771927089859367e-7,3.1093956918157786e-5
"ENSG00000084073.8,ZMPSTE24,protein_coding",4093.923572794862,0.3563981139025802,0.09727582734103014,3.663789079409396,2.485114508328828e-4,0.008861004953325225
"ENSG00000164002.11,EXO5,protein_coding",687.8614424062974,0.474799199390445,0.13052114082849875,3.637718735651555,2.750635650756337e-4,0.009391926016125754
"ENSG00000127129.9,EDN2,protein_coding",33.737852658420515,-2.142876496889516,0.6642855156235605,-3.2258365514382947,0.0012560506504956897,0.02707849454315383
"ENSG00000117395.12,EBNA1BP2,protein_coding",8805.50569009549,0.49318964164029516,0.15707505712294503,3.1398342338610017,0.0016904345804647245,0.03318671830767803
"ENSG00000196517.11,SLC6A9,protein_coding",1394.0607362505323,-0.8073423821284853,0.2155744511869705,-3.7450745099115057,1.8034024564452983e-4,0.007146639973287204
"ENSG00000070785.16,EIF2B3,protein_coding",1153.5486542662686,0.5414489972667369,0.12659361594049695,4.277063999192781,1.893743726515819e-5,0.001200751589570104
"ENSG00000117448.13,AKR1A1,protein_coding",3171.7309698127206,-0.4814978855973613,0.13326090245094752,-3.613196944802303,3.024448030385763e-4,0.010063530862798062
"ENSG00000186377.7,CYP4X1,protein_coding",189.70950991374502,-1.5684412927853988,0.33071312356005167,-4.742603728275082,2.109887341287222e-6,2.2841823825239926e-4
"ENSG00000123473.15,STIL,protein_coding",1500.3647836819182,0.47597127411659373,0.1271588938904157,3.7431221643590353,1.817478107160783e-4,0.007183365852111666
"ENSG00000169213.6,RAB3B,protein_coding",220.90164602339019,1.1201361943918495,0.2621219301456483,4.273340249590887,1.92566263607909e-5,0.0012138987250220087
"ENSG00000085840.12,ORC1,protein_coding",558.1007374106679,1.0476135297183957,0.23408363264987256,4.475381374849687,7.62750389208756e-6,6.02936021945969e-4
"ENSG00000058804.11,NDC1,protein_coding",2587.575182763171,0.3946478133611812,0.13083522369754572,3.016372825360058,0.002558185036215336,0.04395294800631612
"ENSG00000116221.15,MRPL37,protein_coding",4289.084424013669,0.3490840852124878,0.09381201321209495,3.721102162291953,1.9835516678319456e-4,0.007593252526911304
"ENSG00000116133.11,DHCR24,protein_coding",12990.608212167295,-0.3275255987522476,0.08439557523955411,-3.8808385134241554,1.0409694540883264e-4,0.0048019527875997154
"ENSG00000184292.6,TACSTD2,protein_coding",19897.398867587206,-1.1642689586178465,0.1083388310931871,-10.74655270755512,6.151799249962646e-27,2.2976970198610484e-23
"ENSG00000125703.14,ATG4C,protein_coding",174.44633693693615,0.8059423650958292,0.244490603842133,3.296414473319491,9.792742605822806e-4,0.02306968280873799
"ENSG00000171517.5,LPAR3,protein_coding",229.32610250570482,0.7349056786736468,0.22802843051567698,3.222868644105858,0.001269137392280679,0.027174659127958
"ENSG00000142871.16,CYR61,protein_coding",9289.54100563368,-0.6549546638209297,0.19219554916424986,-3.4077514628666403,6.550052492692244e-4,0.017537237319143747
